ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
0065 040 052219,0065,040,1014 N CARROLLTON AVE,05/22/2019,Sandtown-Winchester,Western,9,"(39.30064145, -76.63765766)"
7075 054 052319,7075,054,3565 4TH ST,05/23/2019,Brooklyn,Southern,10,"(39.23766935, -76.60489127)"
6157 031 052319,6157,031,520 N CLINTON ST,05/23/2019,Ellwood Park/Monument,Southeastern,13,"(39.29766724, -76.57090942)"
6156 012 052319,6156,012,528 N BOULDIN ST,05/23/2019,Ellwood Park/Monument,Southeastern,13,"(39.29780901, -76.57165626)"
6152 037 052319,6152,037,603 N EAST AVE,05/23/2019,Ellwood Park/Monument,Southeastern,13,"(39.29850934, -76.57198514)"
6000 010 052319,6000,010,4304 LASALLE AVE,05/23/2019,Frankford,Notheastern,2,"(39.33757994, -76.54878152)"
5898H009A 052319,5898H,009A,4210 COTTMAN AVE,05/23/2019,Arcadia,Notheastern,3,"(39.32986484, -76.56678884)"
5387 119 052319,5387,119,1905 E BELVEDERE AVE,05/23/2019,Loch Raven,Notheastern,3,"(39.35640056, -76.57976582)"
5267O478 052319,5267O,478,1514 BURNWOOD ROAD,05/23/2019,Perring Loch,Notheastern,3,"(39.35408552, -76.588418)"
5165 045 052319,5165,045,755 MCCABE AVE,05/23/2019,Winston-Govans,Northern,4,"(39.35192764, -76.60490216)"
5099 001 052319,5099,001,5800 YORK ROAD,05/23/2019,Rosebank,Northern,4,"(39.36057266, -76.61039956)"
4188B019 052319,4188B,019,3021 BELAIR ROAD,05/23/2019,Belair-Edison,Notheastern,13,"(39.31991072, -76.57523958)"
4178F061 052319,4178F,061,3333 RAVENWOOD AVE,05/23/2019,Four By Four,Notheastern,13,"(39.31517033, -76.57616489)"
4123A078 052319,4123A,078,1760 MONTPELIER ST,05/23/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.31925248, -76.59391224)"
4003 001 052319,4003,001,900 E NORTH AVE,05/23/2019,East Baltimore Midway,Eastern,12,"(39.3118757, -76.60601033)"
3969E046 052319,3969E,046,1514 LOCHWOOD ROAD,05/23/2019,Hillen,Notheastern,3,"(39.34295517, -76.59134366)"
3908 025 052319,3908,025,709 BELGIAN AVE,05/23/2019,Pen Lucy,Northern,4,"(39.34023698, -76.60546448)"
3903A046 052319,3903A,046,515 E 39TH ST,05/23/2019,Waverly,Northern,4,"(39.33609477, -76.60773292)"
3844 027 052319,3844,027,351 WHITRIDGE AVE,05/23/2019,Harwood,Northern,12,"(39.32131867, -76.61126269)"
3829 036 052319,3829,036,2414 N CALVERT ST,05/23/2019,Barclay,Northern,12,"(39.31681543, -76.61447346)"
3327A048 052319,3327A,048,3608 COTTAGE AVE,05/23/2019,Park Circle,Northwestern,6,"(39.33032308, -76.65842554)"
2752 006 052319,2752,006,3010 CHELSEA TERR,05/23/2019,Concerned Citizens Of Forest Park,Northwestern,6,"(39.32176114, -76.68260344)"
2508 048 052319,2508,048,3915 CRANSTON AVE,05/23/2019,Edmondson Village,Southwestern,8,"(39.29617022, -76.68218809)"
2404 037C 052319,2404,037C,2706 BAKER ST,05/23/2019,Coppin Heights/Ash-Co-East,Western,7,"(39.30632075, -76.6611588)"
2348 034 052319,2348,034,2309 ARUNAH AVE,05/23/2019,Rosemont Homeowners/Tenants,Western,9,"(39.29537097, -76.65378287)"
2256 012 052319,2256,012,162 S MORLEY ST,05/23/2019,Saint Josephs,Southwestern,8,"(39.28412048, -76.6772028)"
2243C039K 052319,2243C,039K,25 S MORLEY ST,05/23/2019,Saint Josephs,Southwestern,8,"(39.28603715, -76.6744121)"
2195 021 052319,2195,021,341 FONTHILL AVE,05/23/2019,Carroll-South Hilton,Southwestern,9,"(39.28052909, -76.6629007)"
2183C014 052319,2183C,014,32 S FRANKLINTOWN ROAD,05/23/2019,Shipley Hill,Southwestern,9,"(39.28659217, -76.6589963)"
1691 094 052319,1691,094,233 N ROSE ST,05/23/2019,McElderry Park,Southeastern,13,"(39.29531189, -76.58118204)"
1691 090 052319,1691,090,242 N ROSE ST,05/23/2019,McElderry Park,Southeastern,13,"(39.29546225, -76.58155622)"
1691 085 052319,1691,085,232 N ROSE ST,05/23/2019,McElderry Park,Southeastern,13,"(39.29529752, -76.58154749)"
1691 084 052319,1691,084,230 N ROSE ST,05/23/2019,McElderry Park,Southeastern,13,"(39.29526526, -76.58154284)"
1668 014 052319,1668,014,429 N CASTLE ST,05/23/2019,CARE,Eastern,13,"(39.2961971, -76.58833385)"
1668 010 052319,1668,010,421 N CASTLE ST,05/23/2019,CARE,Eastern,13,"(39.296067, -76.58832261)"
1659 006 052319,1659,006,511 N KENWOOD AVE,05/23/2019,McElderry Park,Southeastern,13,"(39.29719824, -76.57769041)"
1658 055 052319,1658,055,502 N BELNORD AVE,05/23/2019,McElderry Park,Southeastern,13,"(39.2972133, -76.57883739)"
1643 085 052319,1643,085,624 N BELNORD AVE,05/23/2019,McElderry Park,Southeastern,13,"(39.29840229, -76.57892047)"
1642 003 052319,1642,003,2604 MCELDERRY ST,05/23/2019,McElderry Park,Southeastern,13,"(39.29799131, -76.58057544)"
1610 077 052319,1610,077,807 N GLOVER ST,05/23/2019,Madison-Eastend,Eastern,13,"(39.30042746, -76.58008376)"
1553 068 052319,1553,068,1105 N COLLINGTON AVE,05/23/2019,Middle East,Eastern,13,"(39.30392832, -76.58672983)"
1194 060 052319,1194,060,1046 N BROADWAY ,05/23/2019,Gay Street,Eastern,12,"(39.30297712, -76.59495262)"
1182 035 052319,1182,035,723 E CHASE ST,05/23/2019,Johnston Square,Eastern,12,"(39.30252107, -76.60663847)"
1152 028 052319,1152,028,1204 BRENTWOOD AVE,05/23/2019,Johnston Square,Eastern,12,"(39.3041172, -76.60951158)"
1103 045 052319,1103,045,320 E LANVALE ST,05/23/2019,Greenmount West,Eastern,12,"(39.30915768, -76.61118213)"
1004 030 052319,1004,030,17 E FORT AVE,05/23/2019,South Baltimore,Southern,11,"(39.27247261, -76.61329533)"
0779 022 052319,0779,022,1245 WASHINGTON BLVD,05/23/2019,Washington Village/Pigtown,Southern,10,"(39.28095347, -76.634683)"
0758 092 052319,0758,092,1318 GLYNDON AVE,05/23/2019,Washington Village/Pigtown,Southern,10,"(39.28141365, -76.63753119)"
7492C310 052419,7492C,310,3002 JANICE AVE,05/24/2019,Lakeland,Southern,10,"(39.25577811, -76.65210727)"
7477 041 052419,7477,041,2617 RIDGELY ST,05/24/2019,Mount Winans,Southern,10,"(39.26140762, -76.64559565)"
7441A005 052419,7441A,005,2239 SIDNEY AVE,05/24/2019,Westport,Southern,10,"(39.26316085, -76.63260701)"
7419C004 052419,7419C,004,2013 ANNAPOLIS ROAD,05/24/2019,Westport,Southern,10,"(39.26660782, -76.63145123)"
7223 010 052419,7223,010,1503 HAZEL ST,05/24/2019,Curtis Bay,Southern,10,"(39.22575959, -76.58975865)"
7190 024 052419,7190,024,4813 PENNINGTON AVE,05/24/2019,Curtis Bay,Southern,10,"(39.22266394, -76.58796068)"
7117 013 052419,7117,013,906 JACK ST,05/24/2019,Brooklyn,Southern,10,"(39.2313983, -76.59914586)"
7095A138 052419,7095A,138,4012 8TH ST,05/24/2019,Brooklyn,Southern,10,"(39.23137594, -76.60173308)"
7090 031A 052419,7090,031A,202 WASHBURN AVE,05/24/2019,Brooklyn,Southern,10,"(39.23620203, -76.60899993)"
7089 004 052419,7089,004,3707 S HANOVER ST,05/24/2019,Brooklyn,Southern,10,"(39.23716505, -76.60990607)"
7089 003 052419,7089,003,3705 S HANOVER ST,05/24/2019,Brooklyn,Southern,10,"(39.23720146, -76.60988841)"
7076 007 052419,7076,007,522 E PATAPSCO AVE,05/24/2019,Brooklyn,Southern,10,"(39.23678251, -76.60294165)"
6157 023 052419,6157,023,3315 MCELDERRY ST,05/24/2019,Ellwood Park/Monument,Southeastern,13,"(39.29797869, -76.57097316)"
6156 035 052419,6156,035,517 N EAST AVE,05/24/2019,Ellwood Park/Monument,Southeastern,13,"(39.29756814, -76.57192245)"
4114I081 052419,4114I,081,2568 CECIL AVE,05/24/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32009174, -76.599225)"
3463F005B 052419,3463F,005B,815 BROOKS LANE,05/24/2019,Reservoir Hill,Central,7,"(39.31576681, -76.63481455)"
3267 006 052419,3267,006,2001 BRYANT AVE,05/24/2019,Mondawmin,Western,7,"(39.31501438, -76.6511522)"
3250 034 052419,3250,034,2416 LIBERTY HEIGHTS AVE,05/24/2019,Liberty Square,Northwestern,7,"(39.31918265, -76.65433521)"
2535 039 052419,2535,039,343 YALE AVE,05/24/2019,Irvington,Southwestern,8,"(39.28029934, -76.6852499)"
2230I006 052419,2230I,006,11 S HILTON ST,05/24/2019,Carroll-South Hilton,Southwestern,9,"(39.28547872, -76.67181663)"
2219 008 052419,2219,008,314 N FRANKLINTOWN ROAD,05/24/2019,Penrose/Fayette Street Outreach,Southwestern,9,"(39.29250377, -76.66227865)"
2175 021 052419,2175,021,2541 HOLLINS ST,05/24/2019,Shipley Hill,Southwestern,9,"(39.28651908, -76.65754537)"
2154 001C 052419,2154,001C,2307 W LEXINGTON ST,05/24/2019,Penrose/Fayette Street Outreach,Western,9,"(39.29011352, -76.65328729)"
2137 043 052419,2137,043,524 BRUNSWICK ST,05/24/2019,Millhill,Southwestern,10,"(39.27865066, -76.65927193)"
2127 047 052419,2127,047,3156 STRICKLAND ST,05/24/2019,Gwynns Falls,Southwestern,10,"(39.27787704, -76.66992124)"
1670 037 052419,1670,037,440 N PATTERSON PARK AVE,05/24/2019,CARE,Eastern,13,"(39.29629949, -76.58523996)"
1657 021 052419,1657,021,541 N LUZERNE AVE,05/24/2019,McElderry Park,Southeastern,13,"(39.29765507, -76.58055544)"
1644 040 052419,1644,040,614 N STREEPER ST,05/24/2019,McElderry Park,Southeastern,13,"(39.29828402, -76.57748825)"
1555 030 052419,1555,030,2409 E BIDDLE ST,05/24/2019,Biddle Street,Eastern,13,"(39.30452342, -76.58372697)"
0856A027 052419,0856A,027,619 WYETH ST,05/24/2019,Washington Village/Pigtown,Southern,10,"(39.28170411, -76.62932061)"
0801 042 052419,0801,042,1169 NANTICOKE ST,05/24/2019,Washington Village/Pigtown,Southern,10,"(39.28006783, -76.6314893)"
0767 077 052419,0767,077,1118 S CAREY ST,05/24/2019,Washington Village/Pigtown,Southern,10,"(39.28093877, -76.63609829)"
0758 090 052419,0758,090,1314 GLYNDON AVE,05/24/2019,Washington Village/Pigtown,Southern,10,"(39.28146409, -76.63746736)"
0712 037 052419,0712,037,533 S FULTON AVE,05/24/2019,Carrollton Ridge,Southern,9,"(39.2814343, -76.64454611)"
0707 069 052419,0707,069,405 S VINCENT ST,05/24/2019,New Southwest/Mount Clare,Southern,9,"(39.28284849, -76.64262281)"
0703 022 052419,0703,022,2043 WILKENS AVE,05/24/2019,Carrollton Ridge,Southern,9,"(39.2810556, -76.64874033)"
0701 054 052419,0701,054,605 S BENTALOU ST,05/24/2019,Carrollton Ridge,Southwestern,9,"(39.27990897, -76.65142219)"
0280 092 052419,0280,092,302 S NORRIS ST,05/24/2019,New Southwest/Mount Clare,Southern,9,"(39.2841796, -76.64013349)"
0274 084 052419,0274,084,1924 WILHELM ST,05/24/2019,Carrollton Ridge,Southern,9,"(39.28378766, -76.64772961)"
0273 038 052419,0273,038,333 S PULASKI ST,05/24/2019,Carrollton Ridge,Southern,9,"(39.28314234, -76.64952835)"
0272 048 052419,0272,048,2116 RAMSAY ST,05/24/2019,Carrollton Ridge,Southwestern,9,"(39.28314925, -76.65054957)"
0271 013 052419,0271,013,324 S SMALLWOOD ST,05/24/2019,Carrollton Ridge,Southwestern,9,"(39.28355511, -76.65144673)"
0266A050 052419,0266A,050,1217 GLYNDON AVE,05/24/2019,Washington Village/Pigtown,Southern,10,"(39.2823237, -76.63586198)"
0258 057 052419,0258,057,204 HARMISON ST,05/24/2019,Carrollton Ridge,Southern,9,"(39.28461694, -76.64934492)"
0251 024 052419,0251,024,111 S ARLINGTON AVE,05/24/2019,Hollins Market,Southern,9,"(39.28637688, -76.63493829)"
0246 007 052419,0246,007,1511 W LOMBARD ST,05/24/2019,Union Square,Southern,9,"(39.2860951, -76.64137711)"
0244 076 052419,0244,076,1704 LEMMON ST,05/24/2019,Union Square,Southern,9,"(39.28584515, -76.6441709)"
0239 032 052419,0239,032,212 FURROW ST,05/24/2019,Carrollton Ridge,Southwestern,9,"(39.28434196, -76.65219245)"
0222 057 052419,0222,057,2108 BOYD ST,05/24/2019,Boyd-Booth,Southwestern,9,"(39.28659164, -76.65048681)"
0214 011 052419,0214,011,1421 W BALTIMORE ST,05/24/2019,Franklin Square,Western,9,"(39.28819742, -76.64034344)"
0205 001 052419,0205,001,2101 W BALTIMORE ST,05/24/2019,Boyd-Booth,Southwestern,9,"(39.28781905, -76.65019485)"
0196 025 052419,0196,025,11 N GILMOR ST,05/24/2019,Franklin Square,Western,9,"(39.28887552, -76.64219821)"
0190 080 052419,0190,080,2131 W FAIRMOUNT AVE,05/24/2019,Penrose/Fayette Street Outreach,Western,9,"(39.28849629, -76.65105581)"
0190 074 052419,0190,074,2119 W FAIRMOUNT AVE,05/24/2019,Penrose/Fayette Street Outreach,Western,9,"(39.28851057, -76.65077921)"
0190 015 052419,0190,015,2132 W BALTIMORE ST,05/24/2019,Penrose/Fayette Street Outreach,Western,9,"(39.28819907, -76.65114142)"
0189 010 052419,0189,010,19 N BENTALOU ST,05/24/2019,Penrose/Fayette Street Outreach,Western,9,"(39.28858196, -76.65264873)"
0184 023 052419,0184,023,1201 W LEXINGTON ST,05/24/2019,Poppleton,Western,9,"(39.29068109, -76.63698945)"
0178 027 052419,0178,027,109 N MONROE ST,05/24/2019,Franklin Square,Western,9,"(39.28994606, -76.64678256)"
0169 017 052419,0169,017,1215 W SARATOGA ST,05/24/2019,Poppleton,Western,9,"(39.29202141, -76.63744043)"
0164 070 052419,0164,070,253 N BRUCE ST,05/24/2019,Franklin Square,Western,9,"(39.29180761, -76.6444926)"
0163 087 052419,0163,087,1807 PENROSE AVE,05/24/2019,Franklin Square,Western,9,"(39.29110469, -76.64601129)"
0163 005 052419,0163,005,1808 W LEXINGTON ST,05/24/2019,Franklin Square,Western,9,"(39.2908141, -76.64606248)"
0159A029 052419,0159A,029,2211 W SARATOGA ST,05/24/2019,Penrose/Fayette Street Outreach,Western,9,"(39.29160704, -76.65207599)"
0159 032 052419,0159,032,2216 W LEXINGTON ST,05/24/2019,Penrose/Fayette Street Outreach,Western,9,"(39.29061224, -76.65226001)"
0156 074 052419,0156,074,1031 SARAH ANN ST,05/24/2019,Poppleton,Western,9,"(39.29277139, -76.63494294)"
0151 034 052419,0151,034,318 N STRICKER ST,05/24/2019,Franklin Square,Western,9,"(39.29267469, -76.64146575)"
0148 066 052419,0148,066,317 N MONROE ST,05/24/2019,Franklin Square,Western,9,"(39.2925117, -76.64691238)"
0148 065 052419,0148,065,319 N MONROE ST,05/24/2019,Franklin Square,Western,9,"(39.29255023, -76.64691448)"
0148 052 052419,0148,052,1827 W MULBERRY ST,05/24/2019,Franklin Square,Western,9,"(39.29274957, -76.64650169)"
0148 050 052419,0148,050,1823 W MULBERRY ST,05/24/2019,Franklin Square,Western,9,"(39.29275295, -76.64640429)"
4804 025 052619,4804,025,2917 WOODLAND AVE,05/26/2019,Cylburn,Northern,6,"(39.34638269, -76.66717617)"
4626A082 052619,4626A,082,4638 PIMLICO ROAD,05/26/2019,Central Park Heights,Northwestern,6,"(39.34397204, -76.66810973)"
4622 049 052619,4622,049,3103 WOODLAND AVE,05/26/2019,Central Park Heights,Northwestern,6,"(39.3457564, -76.66995635)"
4527 034 052619,4527,034,5319 DENMORE AVE,05/26/2019,Arlington,Northwestern,5,"(39.34977098, -76.68106314)"
4511 030 052619,4511,030,5301 CUTHBERT AVE,05/26/2019,Arlington,Northwestern,5,"(39.34813447, -76.68249481)"
3347F028 052619,3347F,028,2637 LOYOLA NORTHWAY ,05/26/2019,Greenspring,Northern,6,"(39.33870235, -76.66288058)"
3347D016 052619,3347D,016,2630 LOYOLA SOUTHWAY ,05/26/2019,Greenspring,Northern,6,"(39.33711938, -76.66218795)"
2380 043 052619,2380,043,2861 W LANVALE ST,05/26/2019,Mosher,Western,9,"(39.29697075, -76.66460153)"
0102 019 052619,0102,019,736 N CARROLLTON AVE,05/26/2019,Harlem Park,Western,9,"(39.29776496, -76.63758957)"
8243 008 052819,8243,008,3725 MILFORD AVE,05/28/2019,Howard Park,Northwestern,5,"(39.33532624, -76.69786052)"
5721 007 052819,5721,007,4210 SPRINGWOOD AVE,05/28/2019,Cedmont,Notheastern,2,"(39.34877532, -76.53615478)"
5362 022 052819,5362,022,2806 GRINDON AVE,05/28/2019,Lauraville,Notheastern,3,"(39.34410783, -76.57309229)"
4179H008 052819,4179H,008,3515 ELMORA AVE,05/28/2019,Belair-Edison,Notheastern,13,"(39.31556735, -76.57184915)"
4120 060 052819,4120,060,1620 HOMESTEAD ST,05/28/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32110319, -76.5955015)"
3814 059 052819,3814,059,418 E 21ST ST,05/28/2019,Barclay,Eastern,12,"(39.31368023, -76.61035176)"
3265C040 052819,3265C,040,2305 N MONROE ST,05/28/2019,Mondawmin,Western,7,"(39.31453261, -76.6488927)"
3262C007 052819,3262C,007,3112 TIOGA PKWY,05/28/2019,Burleith-Leighton,Northwestern,7,"(39.31798186, -76.65894184)"
3244 021 052819,3244,021,2217 OREM AVE,05/28/2019,Parkview/Woodbrook,Western,7,"(39.31554393, -76.64788768)"
3205 028 052819,3205,028,2139 WALBROOK AVE,05/28/2019,Mondawmin,Western,7,"(39.31052741, -76.65245304)"
1464 074 052819,1464,074,1736 N PORT ST,05/28/2019,Broadway East,Eastern,13,"(39.31072409, -76.58394191)"
1464 071 052819,1464,071,1730 N PORT ST,05/28/2019,Broadway East,Eastern,13,"(39.31062331, -76.58393493)"
0027 040 052819,0027,040,1409 N FULTON AVE,05/28/2019,Sandtown-Winchester,Western,7,"(39.30446435, -76.64580695)"
0007 040 052819,0007,040,1700 APPLETON ST,05/28/2019,Easterwood,Western,7,"(39.30792982, -76.64917881)"
0007 004 052819,0007,004,1706 N MONROE ST,05/28/2019,Easterwood,Western,7,"(39.30807268, -76.64832762)"
0002 031 052819,0002,031,1935 W NORTH AVE,05/28/2019,Easterwood,Western,7,"(39.30948513, -76.64928983)"
3355A032 052919,3355A,032,2537 LOYOLA SOUTHWAY ,05/29/2019,Greenspring,Northern,6,"(39.33721649, -76.66045662)"
2754 001A 052919,2754,001A,3102 GARRISON BLVD,05/29/2019,Concerned Citizens Of Forest Park,Northwestern,6,"(39.32335985, -76.68148681)"
1537 054 052919,1537,054,1217 N MONTFORD AVE,05/29/2019,Broadway East,Eastern,13,"(39.30512693, -76.58385707)"
1503 025 052919,1503,025,2309 E OLIVER ST,05/29/2019,Broadway East,Eastern,13,"(39.30766714, -76.58504017)"
1501 010 052919,1501,010,2118 E HOFFMAN ST,05/29/2019,Broadway East,Eastern,13,"(39.30687183, -76.58781438)"
1500 004 052919,1500,004,1418 N COLLINGTON AVE,05/29/2019,Broadway East,Eastern,13,"(39.30740027, -76.58743805)"
1477 003 052919,1477,003,1505 N BROADWAY ,05/29/2019,Broadway East,Eastern,12,"(39.30768494, -76.59446214)"
1474 015I 052919,1474,015I,1618 N MILTON AVE,05/29/2019,Broadway East,Eastern,13,"(39.30944502, -76.58320417)"
1463 028 052919,1463,028,2311 E LAFAYETTE AVE,05/29/2019,Broadway East,Eastern,13,"(39.31085518, -76.58500902)"
7437 002 053019,7437,002,2205 ANNAPOLIS ROAD,05/30/2019,Westport,Southern,10,"(39.26416563, -76.63293924)"
5916 013 053019,5916,013,3208 DUDLEY AVE,05/30/2019,Belair-Edison,Notheastern,13,"(39.32401551, -76.56565815)"
3417 106 053019,3417,106,2443 DRUID HILL AVE,05/30/2019,Penn North,Western,7,"(39.31236188, -76.63990077)"
3407 018 053019,3407,018,2434 FRANCIS ST,05/30/2019,Penn North,Western,7,"(39.31160346, -76.64094469)"
3403 084 053019,3403,084,1550 RICHLAND ST,05/30/2019,Penn North,Western,7,"(39.31346805, -76.64530468)"
3002 015 053019,3002,015,1903 N ELLAMONT ST,05/30/2019,Walbrook,Southwestern,7,"(39.30941918, -76.67065761)"
2880F012 053019,2880F,012,3741 NORTONIA ROAD,05/30/2019,Fairmont,Southwestern,7,"(39.30836481, -76.68355097)"
2808 044 053019,2808,044,2106 ALLENDALE ROAD,05/30/2019,Mount Holly,Southwestern,7,"(39.31170891, -76.67997152)"
2454 055 053019,2454,055,1433 N ELLAMONT ST,05/30/2019,Rosemont,Southwestern,9,"(39.30402068, -76.67034625)"
2451 068 053019,2451,068,3113 BRIGHTON ST,05/30/2019,Rosemont,Southwestern,9,"(39.3049134, -76.66985631)"
2419 041 053019,2419,041,2930 BAKER ST,05/30/2019,Northwest Community Action,Southwestern,7,"(39.30613813, -76.66720825)"
2411 028 053019,2411,028,2941 WESTWOOD AVE,05/30/2019,Northwest Community Action,Southwestern,7,"(39.30789523, -76.66717516)"
2409A059 053019,2409A,059,2906 BRIGHTON ST,05/30/2019,Northwest Community Action,Southwestern,9,"(39.30546049, -76.66629246)"
2406 040 053019,2406,040,1803 POPLAR GROVE ST,05/30/2019,Northwest Community Action,Southwestern,7,"(39.30831106, -76.66544949)"
2401B032 053019,2401B,032,1715 ASHBURTON ST,05/30/2019,Coppin Heights/Ash-Co-East,Western,7,"(39.30774018, -76.66186401)"
2400 029 053019,2400,029,1713 BRADDISH AVE,05/30/2019,Coppin Heights/Ash-Co-East,Western,7,"(39.30773465, -76.66071277)"
2323 032 053019,2323,032,1604 N SMALLWOOD ST,05/30/2019,Coppin Heights/Ash-Co-East,Western,7,"(39.30662189, -76.65280103)"
2320A029 053019,2320A,029,1654 N BENTALOU ST,05/30/2019,Coppin Heights/Ash-Co-East,Western,7,"(39.30752577, -76.65427563)"
2306A001 053019,2306A,001,1700 MORELAND AVE,05/30/2019,Coppin Heights/Ash-Co-East,Western,7,"(39.30767948, -76.65608559)"
2285 010 053019,2285,010,402 N EDGEWOOD ST,05/30/2019,Allendale,Southwestern,8,"(39.29201428, -76.67568449)"
2284 017 053019,2284,017,510 N EDGEWOOD ST,05/30/2019,Allendale,Southwestern,8,"(39.29310013, -76.67574863)"
2284 013 053019,2284,013,502 N EDGEWOOD ST,05/30/2019,Allendale,Southwestern,8,"(39.29288074, -76.67573484)"
2282 017 053019,2282,017,415 N EDGEWOOD ST,05/30/2019,Lower Edmondson Village,Southwestern,8,"(39.2923613, -76.67519932)"
2256 013 053019,2256,013,156 S MORLEY ST,05/30/2019,Saint Josephs,Southwestern,8,"(39.28422093, -76.67709302)"
2253 014 053019,2253,014,156 S KOSSUTH ST,05/30/2019,Saint Josephs,Southwestern,8,"(39.28475019, -76.67780837)"
2249A047 053019,2249A,047,52 N MONASTERY AVE,05/30/2019,Allendale,Southwestern,8,"(39.28752536, -76.67749492)"
2243B002A 053019,2243B,002A,3500 OLD FREDERICK ROAD,05/30/2019,Saint Josephs,Southwestern,8,"(39.28281437, -76.67507077)"
2230L004 053019,2230L,004,7 S BERNICE AVE,05/30/2019,Carroll-South Hilton,Southwestern,9,"(39.28560335, -76.66951267)"
2230J003 053019,2230J,003,5 S ABINGTON AVE,05/30/2019,Carroll-South Hilton,Southwestern,9,"(39.28561149, -76.67090256)"
2230E031 053019,2230E,031,20 N BERNICE AVE,05/30/2019,Carroll-South Hilton,Southwestern,9,"(39.28650737, -76.66995775)"
2183C003 053019,2183C,003,70 S FRANKLINTOWN ROAD,05/30/2019,Shipley Hill,Southwestern,9,"(39.28592637, -76.65870677)"
1626 031 053019,1626,031,2637 E MADISON ST,05/30/2019,Madison-Eastend,Eastern,13,"(39.29981724, -76.57981722)"
1537 054 053019,1537,054,1217 N MONTFORD AVE,05/30/2019,Broadway East,Eastern,13,"(39.30512693, -76.58385707)"
1501 007 053019,1501,007,2112 E HOFFMAN ST,05/30/2019,Broadway East,Eastern,13,"(39.30686804, -76.58795985)"
1494 078 053019,1494,078,1748 LLEWELYN AVE,05/30/2019,Broadway East,Eastern,12,"(39.30711875, -76.59314248)"
1494 075 053019,1494,075,1742 LLEWELYN AVE,05/30/2019,Broadway East,Eastern,12,"(39.30711409, -76.59326535)"
1474 016C 053019,1474,016C,1630 N MILTON AVE,05/30/2019,Broadway East,Eastern,13,"(39.30967307, -76.58321802)"
1454 005 053019,1454,005,2408 E LAFAYETTE AVE,05/30/2019,Broadway East,Eastern,13,"(39.31126324, -76.58414343)"
1023 076 053019,1023,076,1701 MARSHALL ST,05/30/2019,South Baltimore,Southern,11,"(39.27034291, -76.61201485)"
0719A001 053019,0719A,001,600 S PAYSON ST,05/30/2019,Carrollton Ridge,Southern,9,"(39.28059322, -76.64744601)"
0361 001 053019,0361,001,543 MCMECHEN ST,05/30/2019,Upton,Central,11,"(39.30289044, -76.63242666)"
0198 024 053019,0198,024,1310 W BALTIMORE ST,05/30/2019,Franklin Square,Western,9,"(39.28873838, -76.63874342)"
0003 055 053019,0003,055,1838 WESTWOOD AVE,05/30/2019,Sandtown-Winchester,Western,7,"(39.30902334, -76.64764977)"
5770 007 053119,5770,007,3109 WISTERIA AVE,05/31/2019,Glenham-Belhar,Notheastern,3,"(39.35084509, -76.55892362)"
5173 011G 053119,5173,011G,523 BEAUMONT AVE,05/31/2019,Winston-Govans,Northern,4,"(39.3513177, -76.60756365)"
4609 027 053119,4609,027,3728 BEEHLER AVE,05/31/2019,Central Park Heights,Northwestern,6,"(39.3421252, -76.6756427)"
4058 014 053119,4058,014,609 MCKEWIN AVE,05/31/2019,Waverly,Northern,14,"(39.33275665, -76.60709186)"
3207 019 053119,3207,019,1936 W NORTH AVE,05/31/2019,Mondawmin,Western,7,"(39.30998821, -76.64919)"
3034 023 053119,3034,023,2200 N ROSEDALE ST,05/31/2019,Walbrook,Southwestern,7,"(39.31257959, -76.66980634)"
3005 037 053119,3005,037,2803 WALBROOK AVE,05/31/2019,Walbrook,Southwestern,7,"(39.30998445, -76.66436087)"
2446B040 053119,2446B,040,2940 MOSHER ST,05/31/2019,Franklintown Road,Southwestern,9,"(39.29938394, -76.66682623)"
0120 073 053119,0120,073,1806 W FRANKLIN ST,05/31/2019,Harlem Park,Western,9,"(39.29407476, -76.64616233)"
5864O141 060319,5864O,141,3810 CEDARHURST ROAD,06/03/2019,Waltherson,Notheastern,3,"(39.33686409, -76.5626703)"
5809 016 060319,5809,016,4911 ARABIA AVE,06/03/2019,Waltherson,Notheastern,3,"(39.34541551, -76.5636647)"
1734 130 060319,1734,130,13 YOGURT LANE,06/03/2019,Washington Hill,Southeastern,13,"(39.29093055, -76.59308156)"
1519 016 060319,1519,016,1300 N MONTFORD AVE,06/03/2019,Broadway East,Eastern,13,"(39.30608931, -76.58441749)"
1517 076 060319,1517,076,1309 N WASHINGTON ST,06/03/2019,Broadway East,Eastern,13,"(39.30600021, -76.58981622)"
1478 021 060319,1478,021,1817 E FEDERAL ST,06/03/2019,Broadway East,Eastern,12,"(39.30845116, -76.59228942)"
0241 009 060319,0241,009,2017 FREDERICK AVE,06/03/2019,Carrollton Ridge,Southern,9,"(39.28582281, -76.64916436)"
0222 061 060319,0222,061,2100 BOYD ST,06/03/2019,Boyd-Booth,Southwestern,9,"(39.28660027, -76.65032722)"
5165A003 060419,5165A,003,506 MCCABE AVE,06/04/2019,Woodbourne-McCabe,Northern,4,"(39.35292681, -76.6086556)"
2155 014 060419,2155,014,2326 W LEXINGTON ST,06/04/2019,Penrose/Fayette Street Outreach,Western,9,"(39.29055491, -76.65384357)"
